"country","year","life_expectancy_at_birth_SEX_MLE","life_expectancy_at_birth_SEX_BTSX","life_expectancy_at_birth_SEX_FMLE","bcg_immunization_coverage","dtp_immunization_coverage","hepb3_immunization_coverage","hib3_immunization_coverage","hpv_immunization_coverage","mcv1_immunization_coverage","mcv2_immunization_coverage","pab_immunization_coverage","pcv3_immunization_coverage","pol3_immunization_coverage","rotac_immunization_coverage","che_%_of_gdp","ext_%_of_che","gghe-d_%_of_che","oop_%_of_che","pvt-d_%_of_che","alc_consump_per_capita_liters_SEX_MLE","alc_consump_per_capita_liters_SEX_FMLE","alc_consump_per_capita_liters_SEX_BTSX","alc_expenditure_%_of_household","preterm_birth_rate_per_100","low_birth_weight_prevalence","pregnant_women_anaemia_prevalence_SEX_FMLE","pregnant_women_anaemia_prevalence_SEVERITY_MODERATE","pregnant_women_anaemia_prevalence_SEVERITY_MILD","pregnant_women_anaemia_prevalence_SEVERITY_TOTAL","pregnant_women_anaemia_prevalence_SEVERITY_SEVERE","pregnant_women_mean_hemoglobin","children_anaemia_prevalence_SEX_BTSX","children_anaemia_prevalence_SEVERITY_MILD","children_anaemia_prevalence_SEVERITY_MODERATE","children_anaemia_prevalence_SEVERITY_TOTAL","children_anaemia_prevalence_SEVERITY_SEVERE","children_mean_hemoglobin","thin_children_prevalence_SEX_FMLE_AGEGROUP_YEARS05-09","thin_children_prevalence_SEX_BTSX_AGEGROUP_YEARS05-19","thin_children_prevalence_SEX_MLE_AGEGROUP_YEARS05-19","thin_children_prevalence_SEX_FMLE_AGEGROUP_YEARS05-19","thin_children_prevalence_SEX_MLE_AGEGROUP_YEARS05-09","thin_children_prevalence_SEX_MLE_AGEGROUP_YEARS10-19","thin_children_prevalence_SEX_BTSX_AGEGROUP_YEARS10-19","thin_children_prevalence_SEX_FMLE_AGEGROUP_YEARS10-19","thin_children_prevalence_SEX_BTSX_AGEGROUP_YEARS05-09","overweight_children_prevalence_SEX_MLE_AGEGROUP_YEARS05-09","overweight_children_prevalence_SEX_FMLE_AGEGROUP_YEARS10-19","overweight_children_prevalence_SEX_MLE_AGEGROUP_YEARS05-19","overweight_children_prevalence_SEX_MLE_AGEGROUP_YEARS10-19","overweight_children_prevalence_SEX_BTSX_AGEGROUP_YEARS05-19","overweight_children_prevalence_SEX_FMLE_AGEGROUP_YEARS05-09","overweight_children_prevalence_SEX_BTSX_AGEGROUP_YEARS05-09","overweight_children_prevalence_SEX_FMLE_AGEGROUP_YEARS05-19","overweight_children_prevalence_SEX_BTSX_AGEGROUP_YEARS10-19","obese_children_prevalence_SEX_BTSX_AGEGROUP_YEARS05-09","obese_children_prevalence_SEX_FMLE_AGEGROUP_YEARS05-19","obese_children_prevalence_SEX_MLE_AGEGROUP_YEARS05-09","obese_children_prevalence_SEX_FMLE_AGEGROUP_YEARS05-09","obese_children_prevalence_SEX_FMLE_AGEGROUP_YEARS10-19","obese_children_prevalence_SEX_BTSX_AGEGROUP_YEARS05-19","obese_children_prevalence_SEX_MLE_AGEGROUP_YEARS05-19","obese_children_prevalence_SEX_MLE_AGEGROUP_YEARS10-19","obese_children_prevalence_SEX_BTSX_AGEGROUP_YEARS10-19","underweight_adults_prevalence_SEX_FMLE","underweight_adults_prevalence_SEX_BTSX","underweight_adults_prevalence_SEX_MLE","overweight_adults_prevalence_SEX_BTSX","overweight_adults_prevalence_SEX_MLE","overweight_adults_prevalence_SEX_FMLE","obese_adults_prevalence_SEX_BTSX","obese_adults_prevalence_SEX_MLE","obese_adults_prevalence_SEX_FMLE"
"BRA",2001,68.41398,71.80356,75.32562,99,98,91,93,NA,99,95,92,NA,99,NA,8.55,0.28,41.09,37.81,58.63,13.87448,3.76431,8.71482,NA,NA,8,25.9,10.3,14.9,25.9,0.7,119,25,15.2,9.3,25,0.6,119,3.15469,3.89566,4.68339,3.08535,4.35631,4.84207,3.95856,3.05196,3.76553,25.85073,16.60234,19.24713,16.04356,18.95319,22.90553,24.4027,18.65082,16.31935,9.66019,5.04435,11.01161,8.26289,3.49475,5.74575,6.42761,4.2038,3.85385,5.41598,4.54536,3.63248,41.18547,40.32553,42.0056,12.05542,9.37249,14.61419
"BOL",2008,68.90791,69.78566,70.66954,90,88,88,88,NA,92,NA,74,NA,87,51,4.61,5.93,58.65,30.37,35.42,7.14654,2.1743,4.66807,NA,NA,8.5,36.3,14.8,20.5,36.3,0.9,114,54.8,24.2,28.5,54.8,2,107,0.7785,1.05847,1.41612,0.68767,1.18912,1.53709,1.09637,0.63918,0.9874,35.97452,28.00173,27.0333,22.26855,27.44153,27.60816,31.86452,27.86476,25.08259,11.68674,6.36163,14.88606,8.37349,5.28772,8.02229,9.6241,6.82002,6.06792,1.68737,2.41459,3.13979,49.15348,43.44629,54.87664,16.40987,12.19706,20.63446
"SLE",2021,60.15347,61.02286,61.89026,74,92,92,92,NA,87,67,93,90,90,75,8.55,25.67,22.63,51.41,51.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93201,3.56703,4.22016,2.9001,2.85507,4.99,3.94752,2.88207,2.89317,14.67865,13.15198,11.28502,9.37118,12.00962,12.03766,13.37091,12.74952,11.24097,3.2885,3.26567,2.61572,3.9744,2.86499,2.45261,1.65637,1.11534,1.98063,7.1256,7.3629,7.60279,21.39199,12.17243,30.51177,6.30555,2.28002,10.28751
"BRN",2015,75.23984,76.55761,77.9307,99,99,99,99,76,96,97,95,NA,99,NA,2.39,0,95.03,4.97,4.97,0.65732,0.14223,0.40985,NA,6.25296,13.4,22.7,7.6,14.9,22.7,0.2,118,17.8,13.3,4.4,17.8,0.2,120,3.20173,3.87681,4.35436,3.36727,2.82625,5.08011,4.28913,3.44572,3.00778,37.27492,32.00187,37.07525,36.98042,34.60049,31.87158,34.66267,31.95998,34.57098,18.73734,13.98217,22.88565,14.30501,13.82916,17.6752,21.13642,20.30565,17.17126,5.24186,4.97891,4.73587,61.71401,61.62177,61.81382,26.4571,24.92607,28.11357
"VCT",2002,69.70044,72.01069,74.49549,91,99,NA,NA,NA,99,99,NA,NA,99,NA,4.08,0,68.58,28.46,31.42,7.34848,1.84294,4.65311,NA,NA,NA,26.5,10.8,14.8,26.5,0.8,119,26.3,16.7,9,26.3,0.5,117,3.29447,3.87625,4.45695,3.27144,4.08665,4.64867,3.96997,3.25933,3.69661,21.82248,25.5437,20.15246,19.28779,22.01875,20.95547,21.39559,23.96254,22.34386,10.95588,11.2404,11.21848,10.68514,11.53236,10.12797,9.05989,7.94227,9.69606,5.27613,5.46555,5.64732,46.09653,35.82683,56.79818,19.18612,9.71747,29.05303
"MNG",2000,59.94707,63.1984,66.7284,97,94,93,NA,NA,92,75,NA,NA,94,NA,5.7,1.12,74.28,19.75,24.6,4.55158,1.16102,2.83312,NA,NA,7.5,26.9,9.7,16.9,26.9,0.3,117,32.6,16.1,15.3,32.6,1.2,118,3.91829,3.15918,2.98998,3.33009,2.38984,3.27759,3.16372,3.04877,3.1497,10.51416,14.24129,8.5481,7.60589,11.35747,14.09916,12.29641,14.1953,10.90794,3.51224,1.9715,4.29932,2.7161,1.61538,2.26041,2.54643,1.70638,1.66109,3.70778,3.80758,3.91086,35.25943,30.62491,39.73783,8.86216,6.13812,11.49445
"COM",2015,66.38946,67.42647,68.48322,80,80,80,80,NA,81,NA,85,NA,81,NA,4.6,10.79,10.13,74.99,79.08,0.3641,0.04619,0.20396,NA,NA,23.8,38.1,16.7,19.9,38.1,1.4,114,53.8,24.9,26.9,53.8,2.1,107,2.95395,6.37889,9.37117,3.27918,6.08595,11.25572,7.43561,3.46719,4.54373,10.56785,15.39227,7.17939,5.23562,10.82777,13.24896,11.88805,14.60713,10.21724,4.16255,3.79362,3.6491,4.69184,3.27437,2.95718,2.14973,1.28962,2.2631,6.34482,6.991,7.65031,34.70056,23.94516,45.24188,11.23322,4.91358,17.42706
"ARG",2015,73.33043,76.5301,79.64283,96,94,94,94,52,89,87,NA,82,93,61,10.23,0.28,66.71,25.93,33,13.38947,3.96869,8.5713,NA,8.67977,7.3,20.9,9,10.9,20.9,1.1,120,18.3,12.4,5.6,18.3,0.3,121,1.3445,1.80933,2.28083,1.31295,1.70837,2.57261,1.95031,1.297,1.53162,39.94119,30.6581,36.35688,34.52997,34.26186,34.8223,37.45461,32.05626,32.6411,15.40202,11.88061,16.5171,14.22158,10.69732,13.13071,14.31814,13.19733,11.97772,2.21924,1.78659,1.33077,63.29781,67.31081,59.48878,29.02925,27.84181,30.15634
"KAZ",2019,68.84461,73.20279,77.19852,87,97,97,97,NA,99,98,NA,89,97,NA,2.79,NA,59.94,33.86,40.06,8.05736,1.43467,4.52228,NA,5.48906,5.3,31.4,12,18.9,31.4,0.5,116,23,15.4,7.1,23,0.4,118,4.69535,4.62662,4.88122,4.35892,3.25611,5.97885,5.07778,4.13362,3.95587,23.76776,14.58838,21.56444,20.07627,19.06982,19.2222,21.5577,16.44696,17.3964,7.675,4.14494,9.17024,6.09489,2.83906,5.31851,6.43469,4.58705,3.73346,4.34722,3.17588,1.82278,53.2654,55.45995,51.36564,18.26391,16.27903,19.98217
"CHE",2012,80.36523,82.39225,84.27321,NA,96,NA,95,51,93,86,NA,62,96,NA,10.14,0,35.45,25.01,64.55,17.35366,5.10019,11.10254,NA,7.23083,6.4,13.3,3.6,9.5,13.3,0.2,121,11.6,9.5,2.1,11.6,0,122,1.24526,1.49039,1.60242,1.3724,1.37396,1.70622,1.5718,1.43019,1.31126,21.5875,23.80817,23.72858,24.70144,23.04554,19.06611,20.35927,22.32616,24.26641,5.73496,6.18825,6.55218,4.87454,6.78546,6.5199,6.8348,6.96321,6.87665,4.55766,2.68677,0.73104,45.37544,57.39622,33.87614,13.33514,15.76535,11.01035
"BFA",2018,59.90987,62.36097,64.70997,98,91,91,91,NA,88,71,92,91,91,91,5.01,15.18,42.51,35.83,42.31,16.58949,3.31405,9.81281,NA,NA,18.6,55.6,26.8,25.8,55.6,3,107,78.4,23.5,48.3,78.4,6.6,97,3.8544,10.46574,14.86422,5.93805,8.91607,18.7036,13.07163,7.27974,6.42373,6.15728,7.31374,4.55464,3.52018,5.54725,5.41246,5.79054,6.56902,5.39041,0.88547,0.86577,0.97731,0.79079,0.91406,0.79903,0.73419,0.57727,0.74331,13.42664,11.70176,9.88707,17.68518,14.29077,20.9116,4.72953,2.72813,6.63187
"MMR",2003,58.26226,60.64224,63.13,80,78,8,NA,NA,80,NA,86,NA,86,NA,2.38,6.63,10.21,83.17,83.17,1.10231,0.24066,0.66638,NA,NA,12.3,49.8,23.3,24.1,49.8,2.4,109,55,25.3,27.7,55,2,107,10.27326,13.56291,16.9617,10.02159,14.23748,18.32382,14.19158,9.89669,12.30099,10.07963,5.75243,7.95876,6.89831,7.13955,7.36106,8.75163,6.28599,6.33643,3.5878,1.53107,4.70643,2.41645,1.09165,2.39074,3.21583,2.47052,1.79439,22.27907,23.23418,24.21797,16.41558,11.79469,20.90175,3.49711,2.0578,4.89445
"IRQ",2001,67.22405,69.8103,72.21048,93,78,66,NA,NA,82,52,86,NA,80,NA,NA,NA,NA,NA,NA,0.33616,0.04941,0.18899,NA,NA,10.4,39.6,18.8,18.5,39.6,2.3,112,36,21.5,13.9,36,0.6,114,3.48114,4.43855,5.735,3.08762,5.07183,6.15632,4.53032,2.83861,4.29382,21.81358,26.05729,22.35071,22.69196,23.80022,24.13065,22.94686,25.31063,24.3413,9.26553,10.51247,8.28088,10.29408,10.65065,9.01534,7.57858,7.13241,8.8567,2.52898,3.72979,5.00884,54.37291,49.39315,59.04805,23.82858,17.6426,29.63615
"AUT",2001,75.58328,78.64264,81.42801,NA,84,44,74,NA,79,34,NA,NA,83,NA,9.27,0,73.65,18.46,26.35,20.53406,5.87711,12.8907,1.4,NA,6.9,17.6,6,11.1,17.6,0.5,120,12.1,9.5,2.5,12.1,0.1,122,2.35759,1.8922,1.5966,2.20233,1.66971,1.5608,1.8369,2.12642,2.00522,21.81227,21.77876,23.83578,24.82657,22.53724,19.93967,20.89892,21.17489,23.33881,6.05389,4.63857,7.39694,4.64337,4.63622,6.25454,7.79483,7.98966,6.35271,4.19429,2.65453,0.96658,46.3641,53.60056,39.76299,13.33327,13.56212,13.12451
"VNM",2008,68.02588,72.35185,76.75746,92,93,87,NA,NA,92,97,84,NA,93,NA,4.36,2.05,39.82,34.58,58.13,10.2326,2.50317,6.24422,NA,NA,8.4,30.7,12,18,30.7,0.6,116,23.4,15.5,7.2,23.4,0.6,118,14.52798,16.25321,18.44045,13.98372,13.88115,20.44654,17.14414,13.75215,14.1948,10.96321,2.85278,6.41637,4.41575,5.19027,6.42187,8.76106,3.91806,3.64473,3.30839,0.83585,4.58094,1.95666,0.35899,1.49322,2.12677,1.04694,0.70757,24.3822,23.30831,22.15593,6.89778,6.46405,7.30197,0.55333,0.46369,0.63686
"PAK",2014,64.6024,65.39255,66.22768,85,69,69,69,NA,71,48,75,68,69,NA,2.46,8.26,24.3,65.62,67.44,0.15159,0.02386,0.0892,NA,14.31277,NA,46.2,20.8,23.4,46.2,1.9,110,56.8,24.7,28.6,56.8,3.6,105,15.61427,19.34633,22.59708,15.88163,17.97,25.15591,20.74383,16.03044,16.82721,9.8981,11.5113,9.83294,9.79691,10.12726,8.51801,9.2286,10.44096,10.6258,3.992,2.86751,4.69667,3.24408,2.6579,3.29149,3.6893,3.13221,2.90289,12.39659,12.50575,12.61005,39.04959,35.7293,42.5243,13.42303,10.61176,16.36503
"JAM",2009,69.02524,72.19788,75.56481,94,90,90,90,NA,88,78,62,NA,90,NA,5.15,2.44,57.28,22.97,40.29,4.8397,1.21062,2.9921,NA,NA,14.5,23.7,9,14.1,23.7,0.5,119,26.6,17.7,8.6,26.6,0.3,117,1.3169,1.52812,1.40949,1.65084,0.78524,1.67032,1.7293,1.79032,1.04651,19.14362,25.94625,20.44977,20.99552,21.92756,17.49503,18.33345,23.45644,23.42898,8.27465,8.8012,8.84408,7.68537,9.26723,8.52398,8.25603,8.01033,8.62814,4.15648,4.76559,5.40157,50.47761,36.95439,63.42958,23.49929,11.60239,34.89366
"DNK",2017,79.12797,80.94104,82.73894,NA,98,NA,98,36,97,88,NA,97,98,NA,10.1,0,83.96,13.69,16.04,14.79938,4.32806,9.49828,NA,6.12637,4.9,16.7,5.1,11.3,16.7,0.2,120,14.1,11.5,2.6,14.1,0,121,1.20316,2.16818,2.32636,2.00212,1.44243,2.74462,2.56646,2.37955,1.32576,24.7244,15.01737,23.8614,23.45305,19.98077,17.79043,21.34351,15.90707,19.33647,5.40714,3.55914,6.55916,4.19646,3.25808,5.21699,6.79626,6.90846,5.12709,2.99017,2.03548,1.0534,48.2263,58.09036,38.63743,13.93698,16.02458,11.90762
"AUS",2005,78.52779,80.84135,83.12201,NA,92,95,94,NA,94,85,NA,NA,92,NA,7.97,0,71.84,19.64,28.16,16.76339,5.05318,10.8197,NA,NA,6.3,14.7,4.4,10.1,14.7,0.2,121,11.6,9.1,2.4,11.6,0.1,122,0.87405,1.33982,1.60752,1.05822,1.1227,1.83965,1.5017,1.14631,1.00156,32.6758,28.99057,32.25969,32.06047,30.8671,30.26284,31.50024,29.40222,30.56411,10.90414,9.03598,12.20096,9.53909,8.79533,10.08136,11.07515,10.53613,9.68762,2.04657,1.48082,0.89517,60.46625,67.46548,53.70489,23.48533,23.46452,23.50542
"GMB",2010,60.61872,62.35679,64.16683,92,97,97,97,NA,92,NA,91,99,97,NA,4.12,54.1,22.29,18.03,23.61,5.39623,1.0607,3.16961,NA,NA,13.8,59.2,31.5,23.1,59.2,4.7,105,71,24.5,41.2,71,5.3,100,8.35074,10.14013,11.73431,8.52437,9.08289,13.45096,11.05607,8.63595,8.72012,10.17792,9.32782,7.8853,6.40096,8.46054,8.60116,9.39665,9.04355,7.85672,3.09522,2.47162,3.37537,2.80997,2.25421,2.37114,2.27199,1.55761,1.90409,13.08872,14.47231,15.94438,25.34047,20.83601,29.57419,7.34573,4.28908,10.21866
"CAN",2019,80.12489,82.02163,83.89713,NA,91,84,92,83,90,87,NA,84,92,84,11.01,0,69.51,15.46,30.49,15.59438,4.33655,9.89647,NA,7.91603,6.6,16,4.7,11.1,16,0.2,120,13.2,10.7,2.5,13.2,0,122,0.67978,1.54231,2.12301,0.93581,1.46548,2.44691,1.76937,1.06185,1.08124,27.40392,27.43677,30.08382,31.40397,28.42116,25.15689,26.30505,26.68463,29.46329,9.95644,9.34167,11.61289,8.2257,9.89109,11.08684,12.75777,13.32175,11.64353,2.48505,1.7029,0.89969,62.18481,67.77574,56.74052,26.80227,27.97219,25.66304
"TGO",2015,59.17857,61.52165,64.12436,93,82,82,82,NA,75,NA,81,77,82,78,4.96,15.53,19.03,57.51,65.44,2.80829,0.6392,1.72385,NA,NA,14.7,54.6,26,25.8,54.6,2.8,107,73.3,26.3,43,73.3,4.1,100,3.24903,5.92972,8.58352,3.22488,6.45264,9.91577,6.59701,3.20974,4.86432,11.93271,12.19109,9.24113,7.55833,10.55964,11.44519,11.69101,11.90351,9.85104,3.36629,2.19231,3.91403,2.80924,1.80521,2.36456,2.53356,1.67049,1.73716,8.53251,8.43206,8.33141,23.84283,17.64398,30.02884,7.26071,3.56626,10.94752
"JAM",2018,69.62502,72.5179,75.60592,93,97,97,98,8,89,82,90,NA,98,NA,5.97,1.5,65.16,16.78,33.34,5.82617,1.43598,3.60021,NA,NA,13.9,22.7,8.2,14.2,22.7,0.4,119,23.7,16.7,6.8,23.7,0.2,118,2.10188,2.11847,1.71316,2.53835,0.99261,2.03009,2.37397,2.73005,1.53717,26.44204,33.90038,27.70965,28.2672,29.38065,24.76256,25.61755,31.11174,31.03468,12.7652,14.40216,12.52146,13.01796,15.01012,13.02074,11.68726,11.32034,13.13306,3.56546,4.26934,4.99647,58.21921,44.27435,71.7182,30.68515,16.40115,44.51244
"BLZ",2015,71.50932,74.30568,77.40926,98,94,94,94,NA,96,95,91,NA,94,NA,4.65,2.95,67.61,23.66,29.44,10.01491,2.66736,6.34192,NA,NA,11.4,21.4,8.1,12.6,21.4,0.6,120,21.3,15.8,5.3,21.3,0.2,119,3.25357,2.77505,2.40495,3.15394,2.03406,2.58865,2.84491,3.10555,2.63263,40.63372,38.25011,37.81695,36.42176,37.58779,35.50635,38.11705,37.35319,37.32818,20.69565,17.34637,22.24082,19.09273,16.49825,17.67446,17.99494,15.8919,16.1925,2.71448,2.60872,2.50289,67.32315,60.35002,74.29126,36.47226,27.02755,45.91017
"MNE",2017,74.21692,77.14981,79.98356,83,87,73,87,NA,58,83,NA,NA,87,NA,7.98,NA,57.39,42.17,42.61,NA,NA,NA,NA,NA,6.3,20.4,7.2,12.9,20.4,0.3,121,14.4,11.3,3.1,14.4,0.1,122,1.65623,1.93674,1.95748,1.91476,1.99506,1.93851,1.989,2.04209,1.83198,35.47091,16.18186,31.71397,29.81768,25.74877,26.00815,30.91645,19.42445,23.17121,12.46887,4.8741,16.05152,8.60788,3.03514,8.01998,10.98723,8.43107,5.80095,2.57646,1.85956,1.08112,52.71773,57.71015,48.12,18.70458,19.16913,18.27675
"CUB",2019,75.29554,77.66174,80.118,99,99,99,99,NA,99,99,NA,NA,99,NA,11.08,0.13,89.02,10.85,10.85,9.77251,2.34216,6.01384,NA,5.96943,7.1,22.1,8,13.7,22.1,0.4,120,18.1,14.4,3.7,18.1,0,120,5.92457,6.10048,6.8695,5.28595,6.16384,7.219,6.12648,4.97123,6.04784,43.62657,28.89286,35.89082,32.05948,33.84747,37.34529,40.58145,31.68318,30.52037,24.77548,14.52308,26.74755,22.67969,10.50346,15.55195,16.52334,11.45952,10.99483,4.40008,4.44398,4.48915,55.50571,52.00685,58.90688,21.5565,17.61772,25.38533
"OMN",2009,70.61625,73.06402,77.24944,99,98,98,98,NA,99,99,91,96,96,NA,2.47,NA,81.3,11.5,18.7,1.31902,0.20577,0.88628,NA,NA,13.3,32.8,12.3,20.1,32.8,0.3,116,31.8,20.4,11.2,31.8,0.1,115,8.07012,8.40807,9.09257,7.6776,8.11914,9.54029,8.55406,7.49163,8.09518,27.86671,22.8472,27.57079,27.43468,24.86978,20.17278,24.10579,21.98743,25.22627,10.55557,9.69684,11.59994,9.46341,9.80745,10.34258,10.94768,10.64769,10.2432,7.33931,6.06579,5.2642,53.56346,52.41815,55.38305,21.78333,18.41032,27.14215
"BLR",2014,67.78036,73.15346,78.36682,98,97,97,20,NA,99,98,NA,NA,97,NA,5.39,0.3,62.6,34.89,37.1,19.87028,5.39755,11.95691,2.5,7.42827,5.1,23.6,8.7,14.4,23.6,0.4,119,16.8,12.8,3.9,16.8,0.1,120,2.60597,2.46822,2.41086,2.5279,2.45315,2.38815,2.43604,2.48591,2.52807,29.62711,13.08914,24.48171,21.7178,20.12667,20.25289,25.03116,15.59478,17.49037,9.9622,4.65082,12.58261,7.23783,3.25925,6.71802,8.70455,6.6214,4.97419,2.9913,2.15028,1.12695,59.52295,59.65054,59.4181,24.67239,18.9806,29.35014
"CAN",2002,77.02557,79.42215,81.70175,NA,88,NA,88,NA,95,NA,NA,NA,88,NA,8.86,0,72.44,15.91,27.56,14.93887,4.13701,9.44755,2.1,NA,5.8,15.1,4.6,10.1,15.1,0.3,121,10.4,8.4,1.9,10.4,0.1,123,0.74617,1.19856,1.35841,1.03022,0.909,1.56845,1.37145,1.16365,0.82955,26.19211,26.61063,28.91946,30.19414,27.4725,24.53929,25.38568,25.94864,28.45019,8.21442,7.21181,10.05125,6.28658,7.64641,9.22181,11.13039,11.63474,9.69378,2.62287,1.758,0.85954,58.06004,64.90043,51.47542,22.04466,22.44367,21.66057
"LBR",2010,59.94527,60.35827,60.78104,73,70,70,70,NA,65,NA,91,NA,71,NA,10.35,31.33,12.3,53.41,56.37,6.38033,1.54182,3.89923,NA,NA,19.7,51.8,24.2,25.3,51.8,2.4,109,71.3,27.2,41,71.3,3,101,3.48335,6.18776,8.82536,3.52715,6.93338,10.07665,6.82069,3.55568,5.22363,6.74335,9.75517,4.96699,3.79217,7.18628,8.91808,7.82109,9.42493,6.76954,1.94927,1.32516,2.34063,1.55092,1.17806,1.492,1.6574,1.20554,1.19182,7.58075,7.4791,7.37148,26.44788,20.9565,31.63479,8.70522,5.78906,11.4597
"SVK",2021,71.12509,74.50941,78.01092,NA,97,97,97,NA,95,96,NA,97,97,NA,7.75,0,79.73,19.4,20.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21211,3.48942,3.63349,3.33772,3.70326,3.59692,3.50275,3.40358,3.46399,33.91664,19.01069,29.99705,27.94252,26.04666,27.37374,30.72924,21.88726,23.5919,13.02666,8.12949,14.59434,11.37631,6.42719,9.68915,11.17043,9.37571,7.93951,3.06786,1.91258,0.67403,66.12142,75.89625,57.0038,29.85681,32.42619,27.46019
"POL",2017,73.73015,77.56193,81.35288,92,96,93,96,NA,94,93,NA,NA,90,NA,6.58,0.03,68.82,23.06,31.15,18.46188,5.09917,11.49556,NA,7.1421,5.7,NA,7.7,13.5,21.5,0.3,120,NA,12.9,4.1,17.1,0.1,120,2.93373,2.84673,2.81674,2.87833,2.46361,3.01283,2.93236,2.84762,2.69239,28.07343,18.91333,25.62567,24.26637,23.08458,23.10257,25.65441,20.40726,21.65882,9.33104,5.10476,11.78948,6.73764,4.19971,7.10921,9.01166,7.46906,5.87651,2.80524,1.91138,0.93305,65.38209,73.50236,57.96291,28.17818,29.41321,27.04977
"ERI",2017,60.36108,63.17091,66.00261,97,95,95,95,NA,93,88,99,95,95,96,3.99,29.94,25.25,44.81,44.81,2.17019,0.37276,1.24297,NA,NA,15.2,40.9,18.4,20.8,40.9,1.7,113,48.7,24.6,22.6,48.7,1.5,109,10.36238,12.53691,13.23435,11.82862,8.47562,15.97004,14.33134,12.66898,9.41081,10.91817,10.83181,7.56098,5.631,8.83992,8.92954,9.93249,10.13877,8.21277,3.38645,2.75608,3.67687,3.09093,2.56417,2.44309,2.1349,1.24846,1.9016,34.9979,33.54841,31.98755,13.10598,10.83721,15.21288,3.11363,1.69942,4.42694
"UGA",2019,62.8215,66.08784,69.30774,88,93,93,93,65,87,NA,85,92,92,87,3.8,42.02,15.12,38.26,42.86,19.93247,4.88062,12.2144,NA,9.95555,NA,38.9,16.7,20.9,38.9,1.3,114,51.7,25.2,24.9,51.7,1.6,108,5.41915,6.87093,8.52428,5.21385,7.22951,9.30446,7.19523,5.09178,6.32913,16.3965,9.97172,9.90009,5.98557,9.79632,9.2224,12.82849,9.69232,7.98138,4.6599,1.71871,6.96696,2.32823,1.35632,2.83115,3.94109,2.1178,1.73653,10.60736,11.18875,11.80387,19.29365,11.39824,26.75614,5.5056,2.48939,8.35642
"ZAF",2006,50.3568,52.10797,53.425,79,84,83,84,NA,69,53,74,NA,79,NA,6.88,6.43,46.97,10.58,46.6,15.32641,3.10524,8.80812,NA,NA,16.9,31.5,13.1,17.4,31.5,0.9,117,40.9,20,19.3,40.9,1.6,112,6.66744,7.19981,8.47064,5.90063,6.24597,9.39049,7.50702,5.58622,6.45375,15.81726,22.33629,13.56733,12.63703,16.84115,14.94877,15.3891,20.18804,17.43906,5.5539,6.49138,5.68924,5.41472,6.93284,5.68425,4.89474,4.56624,5.73792,4.10185,6.54049,9.37679,48.45878,33.16484,61.60845,24.03131,11.68853,34.64358
"ARE",2004,79.19695,78.8895,78.89396,98,94,92,94,NA,94,92,NA,NA,94,NA,2.46,0,57.11,30.41,42.89,2.31672,0.31928,1.77559,NA,NA,13,24.4,9.1,14.8,24.4,0.5,119,18.9,13.7,5.1,18.9,0.1,120,3.20645,3.9547,4.60904,3.21806,3.53443,5.16178,4.25882,3.22435,3.37743,34.9375,32.51609,37.02097,38.09263,35.01961,33.22936,34.11983,32.76653,35.49363,14.77847,12.54378,16.50225,12.90122,12.35037,14.99945,17.18078,17.52979,15.11587,3.19388,3.16713,3.15764,65.20221,66.35636,61.95212,26.29894,24.15872,32.32587
"GNB",2005,50.04921,52.21819,54.3936,89,68,NA,NA,NA,76,NA,65,NA,73,NA,4.55,29.8,11.18,52.81,59.02,7.58496,1.58765,4.44712,NA,NA,23.4,55.9,28.3,24,55.9,3.6,107,76.6,22.9,46.9,76.6,6.8,97,4.75407,8.65545,12.58983,4.6787,9.82976,14.28407,9.48086,4.6326,7.30836,8.15408,8.12676,6.16971,4.95162,6.92794,6.98729,7.57447,7.69433,6.53178,2.32065,1.63681,2.48555,2.1536,1.32073,1.62167,1.60669,1.06721,1.19338,11.44294,12.34187,13.34234,18.48198,14.47374,22.08344,4.78813,3.01212,6.38391
"NIC",2001,73.05778,76.09169,78.84168,97,87,87,87,NA,99,NA,85,NA,89,NA,5.48,10.6,44.84,40.38,44.56,6.41616,1.5763,3.92988,NA,NA,11.4,27.9,11.2,15.9,27.9,0.8,118,26.7,18.1,8,26.7,0.6,117,1.1146,2.10855,3.17841,1.03555,2.67393,3.45744,2.22209,0.99278,1.90099,22.99345,25.43665,20.53354,19.17295,22.6072,23.3011,23.14595,24.68694,22.31249,8.176,6.34833,8.6413,7.7026,5.61571,6.56693,6.78489,5.75811,5.68673,3.36703,3.73498,4.12556,48.46841,44.02401,52.65532,17.49187,14.15589,20.63457
